symbol,name,series,isin,yahoo_symbol
LOYALTEX,Loyal Textile Mills Limited,EQ,INE970D01010,LOYALTEX.NS
LPDC,Landmark Property Development Company Limited,EQ,INE197J01017,LPDC.NS
LT,Larsen & Toubro Limited,EQ,INE018A01030,LT.NS
LTF,L&T Finance Limited,EQ,INE498L01015,LTF.NS
LTFOODS,LT Foods Limited,EQ,INE818H01020,LTFOODS.NS
LTM,LTM Limited,EQ,INE214T01019,LTM.NS
LTTS,L&T Technology Services Limited,EQ,INE010V01017,LTTS.NS
LUMAXIND,Lumax Industries Limited,EQ,INE162B01018,LUMAXIND.NS
LUMAXTECH,Lumax Auto Technologies Limited,EQ,INE872H01027,LUMAXTECH.NS
LUMINO,Lumino Industries Limited,EQ,INE185Q01025,LUMINO.NS
LUPIN,Lupin Limited,EQ,INE326A01037,LUPIN.NS
LUXIND,Lux Industries Limited,EQ,INE150G01020,LUXIND.NS
LXCHEM,Laxmi Organic Industries Limited,EQ,INE576O01020,LXCHEM.NS
LYKALABS,Lyka Labs Limited,BE,INE933A01014,LYKALABS.NS
M&M,Mahindra & Mahindra Limited,EQ,INE101A01026,M&M.NS
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,INE774D01024,M&MFIN.NS
MAANALU,Maan Aluminium Limited,EQ,INE215I01027,MAANALU.NS
MACPOWER,Macpower CNC Machines Limited,EQ,INE155Z01011,MACPOWER.NS
MADHAV,Madhav Marbles and Granites Limited,EQ,INE925C01016,MADHAV.NS
MADHAVIPL,Madhav Infra Projects Limited,EQ,INE631R01026,MADHAVIPL.NS
MADHUCON,Madhucon Projects Limited,EQ,INE378D01032,MADHUCON.NS
MADRASFERT,Madras Fertilizers Limited,EQ,INE414A01015,MADRASFERT.NS
MAFATIND,Mafatlal Industries Limited,EQ,INE270B01035,MAFATIND.NS
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,INE347W01011,MAGADSUGAR.NS
MAGNUM,Magnum Ventures Limited,EQ,INE387I01016,MAGNUM.NS
MAHABANK,Bank of Maharashtra,EQ,INE457A01014,MAHABANK.NS
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,INE843B01013,MAHAPEXLTD.NS
MAHASTEEL,Mahamaya Steel Industries Limited,BE,INE451L01014,MAHASTEEL.NS
MAHEPC,Mahindra EPC Irrigation Limited,EQ,INE215D01010,MAHEPC.NS
MAHESHWARI,Maheshwari Logistics Limited,EQ,INE263W01010,MAHESHWARI.NS
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,INE813A01018,MAHLIFE.NS
MAHLOG,Mahindra Logistics Limited,EQ,INE766P01016,MAHLOG.NS
MAHSCOOTER,Maharashtra Scooters Limited,EQ,INE288A01013,MAHSCOOTER.NS
MAHSEAMLES,Maharashtra Seamless Limited,EQ,INE271B01025,MAHSEAMLES.NS
MAITHANALL,Maithan Alloys Limited,EQ,INE683C01011,MAITHANALL.NS
MAJESAUT,Majestic Auto Limited,BE,INE201B01022,MAJESAUT.NS
MAKERSL,Makers Laboratories Limited,EQ,INE987A01010,MAKERSL.NS
MALLCOM,Mallcom (India) Limited,EQ,INE389C01015,MALLCOM.NS
MALUPAPER,Malu Paper Mills Limited,EQ,INE383H01017,MALUPAPER.NS
MAMATA,Mamata Machinery Limited,EQ,INE0TO701015,MAMATA.NS
MANAKALUCO,Manaksia Aluminium Company Limited,EQ,INE859Q01017,MANAKALUCO.NS
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,INE830Q01018,MANAKCOAT.NS
MANAKSIA,Manaksia Limited,EQ,INE015D01022,MANAKSIA.NS
MANAKSTEEL,Manaksia Steels Limited,BE,INE824Q01011,MANAKSTEEL.NS
MANALIPETC,Manali Petrochemicals Limited,EQ,INE201A01024,MANALIPETC.NS
MANAPPURAM,Manappuram Finance Limited,EQ,INE522D01027,MANAPPURAM.NS
MANBA,Manba Finance Limited,EQ,INE939X01013,MANBA.NS
MANCREDIT,Mangal Credit and Fincorp Limited,EQ,INE545L01039,MANCREDIT.NS
MANGALAM,Mangalam Drugs And Organics Limited,EQ,INE584F01014,MANGALAM.NS
MANGLMCEM,Mangalam Cement Limited,EQ,INE347A01017,MANGLMCEM.NS
MANIKA,Manika Plastech Limited,BE,INE0KWF01020,MANIKA.NS
MANINDS,Man Industries (India) Limited,EQ,INE993A01026,MANINDS.NS
MANINFRA,Man Infraconstruction Limited,EQ,INE949H01023,MANINFRA.NS
MANIPALHOS,Manipal Health Enterprises Limited,EQ,INE459N01021,MANIPALHOS.NS
MANKIND,Mankind Pharma Limited,EQ,INE634S01028,MANKIND.NS
MANOMAY,Manomay Tex India Limited,EQ,INE784W01015,MANOMAY.NS
MANORAMA,Manorama Industries Limited,EQ,INE00VM01036,MANORAMA.NS
MANORG,Mangalam Organics Limited,EQ,INE370D01013,MANORG.NS
MANUGRAPH,Manugraph India Limited,EQ,INE867A01022,MANUGRAPH.NS
MANYAVAR,Vedant Fashions Limited,EQ,INE825V01034,MANYAVAR.NS
MAPMYINDIA,C.E. Info Systems Limited,EQ,INE0BV301023,MAPMYINDIA.NS
MARALOVER,Maral Overseas Limited,EQ,INE882A01013,MARALOVER.NS
MARATHON,Marathon Nextgen Realty Limited,EQ,INE182D01020,MARATHON.NS
MARICO,Marico Limited,EQ,INE196A01026,MARICO.NS
MARINE,Marine Electricals (India) Limited,EQ,INE01JE01028,MARINE.NS
MARKOLINES,Markolines Pavement Technologies Limited,EQ,INE0FW001016,MARKOLINES.NS
MARKSANS,Marksans Pharma Limited,EQ,INE750C01026,MARKSANS.NS
MARSONS,Marsons Limited,EQ,INE415B01044,MARSONS.NS
MARUTI,Maruti Suzuki India Limited,EQ,INE585B01010,MARUTI.NS
MASFIN,MAS Financial Services Limited,EQ,INE348L01012,MASFIN.NS
MASKINVEST,Mask Investments Limited,EQ,INE885F01015,MASKINVEST.NS
MASTEK,Mastek Limited,EQ,INE759A01021,MASTEK.NS
MASTERTR,Master Trust Limited,EQ,INE677D01037,MASTERTR.NS
MATRIMONY,Matrimony.Com Limited,EQ,INE866R01028,MATRIMONY.NS
MAWANASUG,Mawana Sugars Limited,EQ,INE636A01039,MAWANASUG.NS
MAXESTATES,Max Estates Limited,EQ,INE03EI01018,MAXESTATES.NS
MAXHEALTH,Max Healthcare Institute Limited,EQ,INE027H01010,MAXHEALTH.NS
MAXIND,Max India Limited,EQ,INE0CG601016,MAXIND.NS
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,INE040D01038,MAYURUNIQ.NS
MAZDA,Mazda Limited,BE,INE885E01042,MAZDA.NS
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,INE249Z01020,MAZDOCK.NS
MBAPL,Madhya Bharat Agro Products Limited,EQ,INE900L01028,MBAPL.NS
MBECL,Mcnally Bharat Engineering Company Limited,BE,INE748A01024,MBECL.NS
MBEL,M & B Engineering Limited,EQ,INE08N601015,MBEL.NS
MBLINFRA,MBL Infrastructure Limited,EQ,INE912H01013,MBLINFRA.NS
MCCHRLS-B,Mac Charles India Limited,EQ,INE435D01014,MCCHRLS-B.NS
MCL,M TEK COPPER LIMITED,EQ,INE813V01022,MCL.NS
MCLEODRUSS,Mcleod Russel India Limited,EQ,INE942G01012,MCLEODRUSS.NS
MCLOUD,Magellanic Cloud Limited,EQ,INE613C01026,MCLOUD.NS
MCX,Multi Commodity Exchange of India Limited,EQ,INE745G01043,MCX.NS
MEDANTA,Global Health Limited,EQ,INE474Q01031,MEDANTA.NS
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,INE456Z01021,MEDIASSIST.NS
MEDICAMEQ,Medicamen Biotech Limited,BE,INE646B01010,MEDICAMEQ.NS
MEDICAPQ,Medi Caps Limited,BE,INE442D01010,MEDICAPQ.NS
MEDICO,Medico Remedies Limited,EQ,INE630Y01024,MEDICO.NS
MEDPLUS,Medplus Health Services Limited,EQ,INE804L01022,MEDPLUS.NS
MEESHO,Meesho Limited,EQ,INE0VDM01015,MEESHO.NS
MEGASTAR,Megastar Foods Limited,EQ,INE00EM01016,MEGASTAR.NS
MEIL,Mangal Electrical Industries Limited,EQ,INE0PKD01011,MEIL.NS
MENNPIS,Menon Pistons Limited,BE,INE650G01029,MENNPIS.NS
MENONBE,Menon Bearings Limited,BE,INE071D01033,MENONBE.NS
MEP,MEP Infrastructure Developers Limited,BZ,INE776I01010,MEP.NS
MERCANTILE,Mercantile Ventures Limited,EQ,INE689O01013,MERCANTILE.NS
MERCURYEV,Mercury Ev-Tech Limited,EQ,INE763M01028,MERCURYEV.NS
METROBRAND,Metro Brands Limited,EQ,INE317I01021,METROBRAND.NS
METROGLOBL,Metroglobal Limited,EQ,INE085D01033,METROGLOBL.NS
METROPOLIS,Metropolis Healthcare Limited,EQ,INE112L01020,METROPOLIS.NS
MFML,Mahalaxmi Fabric Mills Limited,EQ,INE0US801024,MFML.NS
MFSL,Max Financial Services Limited,EQ,INE180A01020,MFSL.NS
MGEL,Mangalam Global Enterprise Limited,EQ,INE0APB01032,MGEL.NS
MGL,Mahanagar Gas Limited,EQ,INE002S01010,MGL.NS
MHLXMIRU,Mahalaxmi Rubtech Limited,BE,INE112D01035,MHLXMIRU.NS
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,INE998I01010,MHRIL.NS
MICEL,MIC Electronics Limited,BE,INE287C01037,MICEL.NS
MIDHANI,Mishra Dhatu Nigam Limited,EQ,INE099Z01011,MIDHANI.NS
MIDWESTLTD,Midwest Limited,EQ,INE0XAD01024,MIDWESTLTD.NS
MIIL,Meghna Infracon Infrastructure Limited,EQ,INE898Q01015,MIIL.NS
MILKYMIST,Milky Mist Dairy Food Limited,EQ,INE00IT01020,MILKYMIST.NS
MINALIND,Minal Industries Limited,BE,INE097E01028,MINALIND.NS
MINDACORP,Minda Corporation Limited,EQ,INE842C01021,MINDACORP.NS
MINDTECK,Mindteck (India) Limited,EQ,INE110B01017,MINDTECK.NS
MIRZAINT,Mirza International Limited,EQ,INE771A01026,MIRZAINT.NS
MITCON,MITCON Consultancy & Engineering Services Limited,EQ,INE828O01033,MITCON.NS
MITTAL,Mittal Life Style Limited,EQ,INE997Y01027,MITTAL.NS
MKEXIM,M.K. Exim (India) Limited,EQ,INE227F01010,MKEXIM.NS
MKPL,M K Proteins Limited,EQ,INE964W01021,MKPL.NS
MLKFOOD,Milkfood Limited,EQ,INE588G01021,MLKFOOD.NS
MMFL,MM Forgings Limited,EQ,INE227C01017,MMFL.NS
MMP,MMP Industries Limited,EQ,INE511Y01018,MMP.NS
MMTC,MMTC Limited,EQ,INE123F01029,MMTC.NS
MMWL,Media Matrix Worldwide Limited,EQ,INE200D01020,MMWL.NS
MOBIKWIK,One Mobikwik Systems Limited,EQ,INE0HLU01028,MOBIKWIK.NS
MODINATUR,Modi Naturals Limited,EQ,INE537F01012,MODINATUR.NS
MODIRUBBER,Modi Rubber Limited,EQ,INE832A01018,MODIRUBBER.NS
MODIS,Modis Navnirman Limited,EQ,INE0L0L01012,MODIS.NS
MODISONLTD,MODISON LIMITED,BE,INE737D01021,MODISONLTD.NS
MODTHREAD,Modern Threads (India) Limited,EQ,INE794W01014,MODTHREAD.NS
MOHITE,Mohite Industries Limited,EQ,INE154B01023,MOHITE.NS
MOHITIND,Mohit Industries Limited,EQ,INE954E01012,MOHITIND.NS
MOIL,MOIL Limited,EQ,INE490G01020,MOIL.NS
MOKSH,Moksh Ornaments Limited,EQ,INE514Y01020,MOKSH.NS
MOL,Meghmani Organics Limited,EQ,INE0CT101020,MOL.NS
MOLBIO,Molbio Diagnostics Limited,EQ,INE869T01028,MOLBIO.NS
MOLDTECH,Mold-Tek Technologies Limited,BE,INE835B01035,MOLDTECH.NS
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,INE893J01029,MOLDTKPAC.NS
MOMSBELIEF,Rays of Belief Limited,EQ,INE1FCO01014,MOMSBELIEF.NS
MONARCH,Monarch Networth Capital Limited,EQ,INE903D01011,MONARCH.NS
MONEYBOXX,Moneyboxx Finance Limited,EQ,INE296Q01012,MONEYBOXX.NS
MONTECARLO,Monte Carlo Fashions Limited,EQ,INE950M01013,MONTECARLO.NS
MOREPENLAB,Morepen Laboratories Limited,EQ,INE083A01026,MOREPENLAB.NS
MOSCHIP,Moschip Technologies Limited,EQ,INE935B01025,MOSCHIP.NS
MOTHERSON,Samvardhana Motherson International Limited,EQ,INE775A01035,MOTHERSON.NS
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,INE338I01027,MOTILALOFS.NS
MOTISONS,Motisons Jewellers Limited,EQ,INE0FRK01020,MOTISONS.NS
MOTOGENFIN,The Motor & General Finance Limited,EQ,INE861B01023,MOTOGENFIN.NS
MPDL,MPDL Limited,BE,INE493H01014,MPDL.NS
MPHASIS,MphasiS Limited,EQ,INE356A01018,MPHASIS.NS
MPIMANIPAL,Manipal Payment and Identity Solutions Limited,EQ,INE241U01028,MPIMANIPAL.NS
MPSLTD,MPS Limited,EQ,INE943D01017,MPSLTD.NS
MRF,MRF Limited,EQ,INE883A01011,MRF.NS
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,INE103A01014,MRPL.NS
MSL,Mangalam Seeds Limited,EQ,INE829S01016,MSL.NS
MSPL,MSP Steel & Power Limited,EQ,INE752G01015,MSPL.NS
MSTCLTD,Mstc Limited,EQ,INE255X01014,MSTCLTD.NS
MSUMI,Motherson Sumi Wiring India Limited,EQ,INE0FS801015,MSUMI.NS
MTARTECH,Mtar Technologies Limited,BE,INE864I01014,MTARTECH.NS
MTEDUCARE,MT Educare Limited,BE,INE472M01018,MTEDUCARE.NS
MTNL,Mahanagar Telephone Nigam Limited,EQ,INE153A01019,MTNL.NS
MUFIN,Mufin Green Finance Limited,EQ,INE08KJ01020,MUFIN.NS
MUFTI,Credo Brands Marketing Limited,EQ,INE220Q01020,MUFTI.NS
MUKANDLTD,Mukand Limited,EQ,INE304A01026,MUKANDLTD.NS
MUKESHB,Mukesh Babu Financial Services Limited,EQ,INE596B01017,MUKESHB.NS
MUKKA,Mukka Proteins Limited,BE,INE0CG401037,MUKKA.NS
MUKTAARTS,Mukta Arts Limited,BE,INE374B01019,MUKTAARTS.NS
MUNJALAU,Munjal Auto Industries Limited,EQ,INE672B01032,MUNJALAU.NS
MUNJALSHOW,Munjal Showa Limited,EQ,INE577A01027,MUNJALSHOW.NS
MURUDCERA,Murudeshwar Ceramics Limited,EQ,INE692B01014,MURUDCERA.NS
MUTHOOTCAP,Muthoot Capital Services Limited,EQ,INE296G01013,MUTHOOTCAP.NS
MUTHOOTFIN,Muthoot Finance Limited,EQ,INE414G01012,MUTHOOTFIN.NS
MUTHOOTMF,Muthoot Microfin Limited,EQ,INE046W01019,MUTHOOTMF.NS
MVELECTRO,MV Electrosystems Limited,EQ,INE0OWZ01020,MVELECTRO.NS
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,INE0KNT01012,MVGJL.NS
MWL,Mangalam Worldwide Limited,EQ,INE0JYY01029,MWL.NS
MYSORPETRO,Mysore Petro Chemicals Limited,BE,INE741A01011,MYSORPETRO.NS
NACLIND,NACL Industries Limited,EQ,INE295D01020,NACLIND.NS
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,INE245I01016,NAGREEKCAP.NS
NAGREEKEXP,Nagreeka Exports Limited,EQ,INE123B01028,NAGREEKEXP.NS
NAHARCAP,Nahar Capital and Financial Services Limited,EQ,INE049I01012,NAHARCAP.NS
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,INE289A01011,NAHARINDUS.NS
NAHARPOLY,Nahar Poly Films Limited,EQ,INE308A01027,NAHARPOLY.NS
NAHARSPING,Nahar Spinning Mills Limited,EQ,INE290A01027,NAHARSPING.NS
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,INE298J01013,NAM-INDIA.NS
NARMADA,Narmada Agrobase Limited,EQ,INE117Z01029,NARMADA.NS
NATCAPSUQ,Natural Capsules Limited,BE,INE936B01015,NATCAPSUQ.NS
NATCOPHARM,Natco Pharma Limited,EQ,INE987B01026,NATCOPHARM.NS
NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,INE448G01010,NATHBIOGEN.NS
NATIONALUM,National Aluminium Company Limited,EQ,INE139A01034,NATIONALUM.NS
NATIONSTD,National Standard (India) Limited,EQ,INE166R01015,NATIONSTD.NS
NAUKRI,Info Edge (India) Limited,EQ,INE663F01032,NAUKRI.NS
NAVA,NAVA LIMITED,EQ,INE725A01030,NAVA.NS
NAVINFLUOR,Navin Fluorine International Limited,EQ,INE048G01026,NAVINFLUOR.NS
NAVKARCORP,Navkar Corporation Limited,EQ,INE278M01019,NAVKARCORP.NS
NAVKARURB,Navkar Urbanstructure Limited,EQ,INE268H01044,NAVKARURB.NS
NAVNETEDUL,Navneet Education Limited,EQ,INE060A01024,NAVNETEDUL.NS
NAZARA,Nazara Technologies Limited,EQ,INE418L01047,NAZARA.NS
NBCC,NBCC (India) Limited,EQ,INE095N01031,NBCC.NS
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,INE365I01020,NBIFIN.NS
NCC,NCC Limited,EQ,INE868B01028,NCC.NS
NCLIND,NCL Industries Limited,EQ,INE732C01016,NCLIND.NS
NDGL,Naga Dhunseri Group Limited,EQ,INE756C01015,NDGL.NS
NDL,Nandan Denim Limited,EQ,INE875G01048,NDL.NS
NDLVENTURE,NDL Ventures Limited,EQ,INE353A01023,NDLVENTURE.NS
NDRAUTO,Ndr Auto Components Limited,EQ,INE07OG01012,NDRAUTO.NS
NDTV,New Delhi Television Limited,EQ,INE155G01029,NDTV.NS
NEAGI,Neelamalai Agro Industries Limited,EQ,INE605D01012,NEAGI.NS
NECCLTD,North Eastern Carrying Corporation Limited,BE,INE553C01016,NECCLTD.NS
NECLIFE,Nectar Lifesciences Limited,EQ,INE023H01027,NECLIFE.NS
NELCAST,Nelcast Limited,EQ,INE189I01024,NELCAST.NS
NELCO,NELCO Limited,EQ,INE045B01015,NELCO.NS
NEOGEN,Neogen Chemicals Limited,EQ,INE136S01016,NEOGEN.NS
NEPHROPLUS,Nephrocare Health Services Limited,EQ,INE428V01029,NEPHROPLUS.NS
NESCO,Nesco Limited,EQ,INE317F01035,NESCO.NS
NESTLEIND,Nestle India Limited,EQ,INE239A01024,NESTLEIND.NS
NETWEB,Netweb Technologies India Limited,EQ,INE0NT901020,NETWEB.NS
NETWORK18,Network18 Media & Investments Limited,EQ,INE870H01013,NETWORK18.NS
NEUEON,Neueon Corporation Limited,BE,INE333I01044,NEUEON.NS
NEULANDLAB,Neuland Laboratories Limited,EQ,INE794A01010,NEULANDLAB.NS
NEWGEN,Newgen Software Technologies Limited,EQ,INE619B01017,NEWGEN.NS
NEXTMEDIA,Next Mediaworks Limited,EQ,INE747B01016,NEXTMEDIA.NS
NFL,National Fertilizers Limited,EQ,INE870D01012,NFL.NS
NGIL,Nakoda Group of Industries Limited,EQ,INE236Y01012,NGIL.NS
NGLFINE,NGL Fine-Chem Limited,EQ,INE887E01022,NGLFINE.NS
NH,Narayana Hrudayalaya Ltd.,EQ,INE410P01011,NH.NS
NHPC,NHPC Limited,EQ,INE848E01016,NHPC.NS
NIACL,The New India Assurance Company Limited,EQ,INE470Y01017,NIACL.NS
NIBE,NIBE Limited,EQ,INE149O01018,NIBE.NS
NIBL,NRB Industrial Bearings Limited,EQ,INE047O01014,NIBL.NS
NICCOPAR,Nicco Parks & Resorts Limited,EQ,INE653C01022,NICCOPAR.NS
NIITLTD,NIIT Limited,EQ,INE161A01038,NIITLTD.NS
NIITMTS,NIIT Learning Systems Limited,EQ,INE342G01023,NIITMTS.NS
NILAINFRA,Nila Infrastructures Limited,EQ,INE937C01029,NILAINFRA.NS
NILASPACES,Nila Spaces Limited,EQ,INE00S901012,NILASPACES.NS
NILE,Nile Limited,EQ,INE445D01013,NILE.NS
NILKAMAL,Nilkamal Limited,EQ,INE310A01015,NILKAMAL.NS
NIMBSPROJ,Nimbus Projects Limited,EQ,INE875B01015,NIMBSPROJ.NS
NINSYS,NINtec Systems Limited,EQ,INE395U01014,NINSYS.NS
NIPPOBATRY,Indo-National Limited,EQ,INE567A01028,NIPPOBATRY.NS
NIRAJ,Niraj Cement Structurals Limited,EQ,INE368I01016,NIRAJ.NS
NIRAJISPAT,Niraj Ispat Industries Limited,BE,INE326T01011,NIRAJISPAT.NS
NIRLON,Nirlon Limited,EQ,INE910A01012,NIRLON.NS
NITCO,Nitco Limited,EQ,INE858F01012,NITCO.NS
NITINSPIN,Nitin Spinners Limited,EQ,INE229H01012,NITINSPIN.NS
NITIRAJ,Nitiraj Engineers Limited,EQ,INE439T01012,NITIRAJ.NS
NITTAGELA,Nitta Gelatin India Limited,EQ,INE265B01019,NITTAGELA.NS
NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,INE995S01015,NIVABUPA.NS
NKIND,NK Industries Limited,EQ,INE542C01019,NKIND.NS
NLCINDIA,NLC India Limited,EQ,INE589A01014,NLCINDIA.NS
NMDC,NMDC Limited,EQ,INE584A01023,NMDC.NS
NOCIL,NOCIL Limited,EQ,INE163A01018,NOCIL.NS
NOIDATOLL,Noida Toll Bridge Company Limited,EQ,INE781B01015,NOIDATOLL.NS
NORBTEAEXP,Norben Tea & Exports Limited,EQ,INE369C01017,NORBTEAEXP.NS
NORTHARC,Northern Arc Capital Limited,EQ,INE850M01015,NORTHARC.NS
NOVAAGRI,Nova Agritech Limited,EQ,INE02H701025,NOVAAGRI.NS
NOVARTIND,Novartis India Limited,EQ,INE234A01025,NOVARTIND.NS
NPST,Network People Services Technologies Limited,EQ,INE0FFK01017,NPST.NS
NRAIL,N R Agarwal Industries Limited,EQ,INE740D01017,NRAIL.NS
NRBBEARING,NRB Bearing Limited,EQ,INE349A01021,NRBBEARING.NS
NRL,Nupur Recyclers Limited,BE,INE0JM501013,NRL.NS
NSIL,Nalwa Sons Investments Limited,EQ,INE023A01030,NSIL.NS
NSLNISP,NMDC Steel Limited,EQ,INE0NNS01018,NSLNISP.NS
NTCIND,NTC Industries Limited,EQ,INE920C01017,NTCIND.NS
NTPC,NTPC Limited,EQ,INE733E01010,NTPC.NS
NTPCGREEN,NTPC Green Energy Limited,EQ,INE0ONG01011,NTPCGREEN.NS
NUCLEUS,Nucleus Software Exports Limited,EQ,INE096B01018,NUCLEUS.NS
NURECA,Nureca Limited,BE,INE0DSF01015,NURECA.NS
NUVAMA,Nuvama Wealth Management Limited,EQ,INE531F01023,NUVAMA.NS
NUVOCO,Nuvoco Vistas Corporation Limited,EQ,INE118D01016,NUVOCO.NS
NYKAA,FSN E-Commerce Ventures Limited,EQ,INE388Y01029,NYKAA.NS
OAL,Oriental Aromatics Limited,EQ,INE959C01023,OAL.NS
OBCL,OBCL Limited,EQ,INE426Z01016,OBCL.NS
OBEROIRLTY,Oberoi Realty Limited,EQ,INE093I01010,OBEROIRLTY.NS
OCCLLTD,OCCL Limited,BE,INE0PK601023,OCCLLTD.NS
ODIGMA,Odigma Consultancy Solutions Limited,EQ,INE054301028,ODIGMA.NS
ODYCORP,Odyssey Corporation Limited,EQ,INE839E01023,ODYCORP.NS
OFSS,Oracle Financial Services Software Limited,EQ,INE881D01027,OFSS.NS
OIL,Oil India Limited,EQ,INE274J01014,OIL.NS
OILCOUNTUB,Oil Country Tubular Limited,BE,INE591A01010,OILCOUNTUB.NS
OLAELEC,Ola Electric Mobility Limited,EQ,INE0LXG01040,OLAELEC.NS
OLECTRA,Olectra Greentech Limited,EQ,INE260D01016,OLECTRA.NS
OMAXAUTO,Omax Autos Limited,EQ,INE090B01011,OMAXAUTO.NS
OMAXE,Omaxe Limited,EQ,INE800H01010,OMAXE.NS
OMFREIGHT,Om Freight Forwarders Limited,BE,INE1BZC01019,OMFREIGHT.NS
OMINFRAL,OM INFRA LIMITED,EQ,INE239D01028,OMINFRAL.NS
OMNI,Omnitech Engineering Limited,EQ,INE0UH301010,OMNI.NS
OMPOWER,Om Power Transmission Limited,EQ,INE25E901019,OMPOWER.NS
ONEGLOBAL,One Global Service Provider Limited,EQ,INE670O01013,ONEGLOBAL.NS
ONELIFECAP,Onelife Capital Advisors Limited,BE,INE912L01015,ONELIFECAP.NS
ONEPOINT,One Point One Solutions Limited,EQ,INE840Y01029,ONEPOINT.NS
ONESOURCE,Onesource Specialty Pharma Limited,EQ,INE013P01021,ONESOURCE.NS
ONGC,Oil & Natural Gas Corporation Limited,EQ,INE213A01029,ONGC.NS
ONIDA,Onida Electronics Limited,EQ,INE831A01028,ONIDA.NS
ONIXSOLAR,Onix Solar Energy Limited,EQ,INE173M01012,ONIXSOLAR.NS
ONMOBILE,OnMobile Global Limited,BE,INE809I01019,ONMOBILE.NS
ONWARDTEC,Onward Technologies Limited,EQ,INE229A01017,ONWARDTEC.NS
OPTIEMUS,Optiemus Infracom Limited,EQ,INE350C01017,OPTIEMUS.NS
OPTIFIN,Optimus Finance Limited,EQ,INE031G01022,OPTIFIN.NS
ORBTEXP,Orbit Exports Limited,BE,INE231G01010,ORBTEXP.NS
ORCHASP,Orchasp Limited,EQ,INE215B01022,ORCHASP.NS
ORCHPHARMA,Orchid Pharma Limited,EQ,INE191A01027,ORCHPHARMA.NS
ORICONENT,Oricon Enterprises Limited,EQ,INE730A01022,ORICONENT.NS
ORIENTALTL,Oriental Trimex Limited,EQ,INE998H01012,ORIENTALTL.NS
ORIENTBELL,Orient Bell Limited,EQ,INE607D01018,ORIENTBELL.NS
ORIENTCEM,Orient Cement Limited,EQ,INE876N01018,ORIENTCEM.NS
ORIENTCER,ORIENT CERATECH LIMITED,EQ,INE569C01020,ORIENTCER.NS
ORIENTELEC,Orient Electric Limited,EQ,INE142Z01019,ORIENTELEC.NS
ORIENTHOT,Oriental Hotels Limited,EQ,INE750A01020,ORIENTHOT.NS
ORIENTLTD,Orient Press Limited,BE,INE609C01024,ORIENTLTD.NS
ORIENTPPR,Orient Paper & Industries Limited,EQ,INE592A01026,ORIENTPPR.NS
ORIENTTECH,Orient Technologies Limited,EQ,INE0PPK01015,ORIENTTECH.NS
ORIRAIL,Oriental Rail Infrastructure Limited,EQ,INE457G01029,ORIRAIL.NS
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,INE725E01024,ORISSAMINE.NS
ORKLAINDIA,Orkla India Limited,EQ,INE16NZ01023,ORKLAINDIA.NS
ORTINGLOBE,ORTIN GLOBAL LIMITED,EQ,INE749B01020,ORTINGLOBE.NS
OSIAHYPER,Osia Hyper Retail Limited,BE,INE06IR01021,OSIAHYPER.NS
OSWALAGRO,Oswal Agro Mills Limited,EQ,INE142A01012,OSWALAGRO.NS
OSWALGREEN,Oswal Greentech Limited,EQ,INE143A01010,OSWALGREEN.NS
OSWALPUMPS,Oswal Pumps Limited,EQ,INE0BYP01024,OSWALPUMPS.NS
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,EQ,INE00IK01029,OSWALSEEDS.NS
PACEDIGITK,Pace Digitek Limited,EQ,INE0S3G01027,PACEDIGITK.NS
PACIFICI,Pacific Industries Limited,EQ,INE883C01025,PACIFICI.NS
PAGEIND,Page Industries Limited,EQ,INE761H01022,PAGEIND.NS
PAISALO,Paisalo Digital Limited,EQ,INE420C01059,PAISALO.NS
PAKKA,PAKKA LIMITED,EQ,INE551D01018,PAKKA.NS
PALASHSECU,Palash Securities Limited,EQ,INE471W01019,PALASHSECU.NS
PALREDTEC,Palred Technologies Limited,EQ,INE218G01033,PALREDTEC.NS
PANACEABIO,Panacea Biotec Limited,EQ,INE922B01023,PANACEABIO.NS
PANACHE,Panache Digilife Limited,BE,INE895W01019,PANACHE.NS
PANAMAPET,Panama Petrochem Limited,EQ,INE305C01029,PANAMAPET.NS
